1.93572,0.00360785,39.9653,39.4,448
0.225917,0.00131409,24.1923,49.9,166
2.90607,0.00244528,34.2147,40.4,688
2.65757,0.00309693,42.0719,34.1,607
0.809425,0.001072,17.3367,45,380
0.0290519,0.0020093,27.5,49.8,326
0.635978,0.00195153,17.2857,42.3,533
1.7419,0.0023197,26.1481,39.3,839
0.706064,0.00749422,76,58,393
0.27854,0.00313567,46.9412,36.2,333
0.402517,0.00460373,68.7188,54.3,322
0.100012,0.010674,168.75,59.7,333
0.126296,0.00203976,36.25,45.4,210
0.424831,0.00129734,14.8095,41.5,443
1.33998,0.00188264,20.0196,35.9,385
1.33965,0.00371078,41.0469,36.2,527
0.222703,0.00228127,33.4615,47.4,304
0.329009,0.00185844,23.1429,35.4,405
3.81397,0.00214085,22.3877,60,837
3.93137,0.00552045,70.8345,46,505
0.570839,0.00453099,52.5926,42.5,333
0.840357,0.00172988,27.3365,41.2,288
0.0283463,0.00208968,32.5,41,267
121.547,0.495344,1450.02,51.3,537
0.0610797,0.0045985,64.1667,41,311
25.1337,0.116928,496.094,42.3,442
0.0445873,0.0036109,56.75,47.2,215
0.96017,0.00171265,27.1406,34.8,456
0.166206,0.00190958,23,36.9,407
0.340147,0.00611751,86.5769,48.8,224
0.035656,0.00153269,16.25,45.2,235
0.104574,0.00546469,71,49.2,330
2.6165,0.00607661,43.5676,42.5,468
0.429208,0.00144188,22.64,39.5,231
0.0465487,0.00274165,44.75,45.7,294
0.744249,0.0547853,425.167,43.9,307
